__label__9	这 款 粽子 是 礼盒装 吗 ？   好 的 ， 谢谢   是 礼盒 不   这个 有 5 人 拼团 一人免 单 不 ？   团长 免单 吗 ？   这款 有 吗  
__label__9	这个 杯子 有 配套 的 吸管 吗 ？ 我 想 单独 买个 吸管   是否 可以 单独 购买 配件   是否 可以 单独 购买 配件   我 想 单独 购买 吸管  
__label__4	我 那天 买 了 10 包 尿布 湿   发现 啦 啦 裤 不 合适   我要 换 5 提   但是 货 已经 收到 了   人家 穿不起   扎 不能 换 呢   哪里 买 东西 也 可以 换 啊   人家 扎穿 呢   就是 先退   然后 再换 是 吧   那 现在 买 还有 没有 活动 呢   [ ll ]   [ ll ]  
__label__9	这个 说 新 蜜粉 下单 有 5 元 红包 的 ， 没到 账 啊   她 买 了 99 选 3 的   99 选 3 ， 所以 是 3 个 单号  
__label__4	怎么 还 没 发货 呀   怎么 还 没 发货   miya182 * * * * 8931   2019 - 05 - 23   21 : 08 : 09   你们 天天 都 这样 说 的   明天 不 发货 ， 我 直接 还款 了   你们 17 号 就 收到 货 的 ， 今天 五六天 了 还 不 发货   等待 ， 明天 给 我 发货  
__label__1	我 想 问 一下 ， 我要 购买 海外 产品 ， 都 会 收 进口税 吗  
__label__9	客服 电话 多少 ？   为什么 我 推广 的 人办 了 信用卡 ， 己 收到 卡 ， 而 我 没收 到 返佣 呢   13534450979   是 我 发送 的 链接 呀   是 我 女儿 的   能 告诉 我 她 的 电话 吗   那 她 也 是 PLus 吗  
__label__9	我要 解绑 这个 号码 的 微信   怎样 解绑 账户 手机号码   解绑 手机号 后 如何 登陆 账户   微信 绑定 的 蜜芽 账户 如何 更换   如何 解绑   微信 绑定 的 蜜芽 账户 如何 更换   如何 解绑 微信   18256012700   [ yw ]   哦 。 好 了 是 吧  
__label__9	这款 鞋 宝宝 脚是 135   穿多大 合适  
__label__4	我 的 纸尿裤 在 退单 了 吗   嗯 … … 好 的  
__label__9	这 两个 人 进来 了 ， 为什么 没有 短信 提醒  
__label__9	请问 3 岁 半 的 孩子 穿 多大码   就是 这个  
__label__9	这 条 裤子 可以 不穿 多大码   这 条 裤子 可以 穿 多大码   穿 到 多少 斤 ？   好 的 ？   谢谢  
__label__1	我 买 了 两份 手 抓 饼 为什么 只有 一个 返利   我 买 了 两份 手 抓 饼 为什么 只有 一个 返利   我 的 下单 和 蜜粉 是 一样 价格   活动 都 说 29.9   这个 返利 ， 是 0.4 为什么 我 没有   蜜粉 买 了 我 有   看到 没有   现在 价格 是 31.8   我 自己 买 了 一份   返利 就 一个   刚才 发给你 这个 袜子 也 是 ， 我 买 了 一单  
__label__9	易损件 你们 有 单独 卖 ？   让 车子 动 起来 只能 用 遥控   让 车子 动 起来 只能 用 遥控 ？   只能 用 遥控 让 车子 跑 起来 ？  
__label__12	我要 退货   这个 杯子 要 退货   杯子 退货   现在 不 可以 吗 ？  
__label__4	我 昨天 买 的 ， 今天 价格 又 这么 低   [ sh ]   [ sh ]   [ sh ]   心痛   我 想 退 了 重买 [ ll ]   昨天 刚下 的 单 今天 又 降价 了 ，   我 想 退 了 重买   中间 会 不会 产生 额外 费用   我 还是 希望 可以 给 我 退 差价 喔   我 还是 希望 可以 给 我 退 差价 喔   之前 下 的 单说 是 秒杀 89   今天 是 69   我 还是 希望 可以 给 我 退 差价 喔  
__label__12	我 拍 错 了   我 需要 拉拉 裤   现在 可以 改 吗 ？   我 拍出 尿不湿 了   我 想要 拉拉 裤   但是 没有 看清楚 拍 成 纸尿裤 了  
__label__9	优惠券 怎样 送给 蜜粉   优惠券 怎样 送给 蜜粉   优惠券 怎样 送给 蜜粉  
__label__9	你好 ， 我 想 问问   我 分享 给 别人 一张 优惠券 结果 人家 怎么 可以 一直 使用   就是 免费 领取 纸尿裤   的 优惠券   我 只是 分享 了 一张   为什么 对方 可以 连续 用 几张   那 你 看看 这个 怎么回事   那 优惠券 还 能 回 我 账号 嘛   [ dk ]   那 我 没发 啊   就 发 了 一张   要 不要 怎么 坑  
__label__4	店 里面 有尿裤 吗   我 退回 的 这 两包 怎么 算   可以 给 我 换成 纸尿裤 吗 ？  
__label__9	17737940865   扫 我码 注册 的 不是 全网 包邮   为啥 还要 运费   和 会员 的 蜜粉 是 全网 包邮 的   17737940865   可是 为啥 不 包邮   邮费 没 下单   蜜粉 没有 运费   这 为啥 有   蜜粉 没有 邮费   不是 特殊 地区   我 的 蜜粉 里 有   这个 手机号   18337983337 也 是 蜜粉 也 不 包邮 一块 解决 了   两个 都 是   我 蜜粉 里 能查 到  
__label__12	兔头 试用装 9.9 别的 plus 能 看到 我 看不到   我 的 洗衣 液 好久没 发货   一共 两份  
__label__6	可以 帮 我 注销 账户 吗   怎样 解绑 账户 手机号码   解绑 手机号 后 如何 登陆 账户   怎样 解绑 账户 手机号码   可以 帮 我 注销 账户 吗   直接 注销   没有 买过 东西   17318325909   这个 号码   好 ， 那 应该 这 阶段 不会 给我发 短信 了 吧   登入 不 上 就是 注销 了 吧  
__label__4	你好   我 想 问 小 程序 入驻 老是 审核 不 通过 咋整   添加 PLUS 会员 权益 在 哪里   [ dk ]   没有 专门 的 客服 负责 这 一块 的 么   那   是不是 有点 鸡肋 了  
__label__9	湿巾 发 什么 快递 啊   纸巾 发 什么 快递  
__label__9	我选 的 这件 衣服 二岁 孩子 穿 得 不   那要 穿 多 大   不 知道 身高   我能 退出 吗   怎么 退 呀 ！   怎么 操作   我 已经 发起 了 拼团 ， 怎么 退出  
__label__9	可以 一次性 多买 几个 吗   明天 买 是 多少 钱  
__label__12	可以 发 百世 快递 和 韵 达 快递 吗   可以 发 百世 快递 和 韵 达 快递 吗  
__label__1	在 途 收益 多久 可以 提现   确认 之后 七天 可以 提现 是 么   我 看 一眼   好 的 ， 我 知道 了 ， 谢谢 你   没有 了 ， 谢谢 ， 再见  
__label__4	就是 这单 除 螨 仪 没有 发 插头  
__label__12	能 快点 发货 吗   客户 都 等 急 了 亲   怎么 这么 慢   0 元 的 都 发 了   付款 的 还 没发   1905201950755151  
__label__9	商品编号 ： 4408509   请问 有没有 帽子 送 ？   请问 有没有 帽子 送 ？  
__label__4	我 的 鞋子 太大 了   但是 我 不 知道 换 什么   这个 大太多 了   换 35 的 又 怕 小 了   脚长 22.7   好像 不怎么 好选   我 觉得 35 小 了   36 也 大 了   怎么办 了 ？   怎么 寄回   没有 看见 地址   看见 了 ！ 进去 就 成 了 这样  
__label__4	坏 了 3 个   1905161943709552   这个 给 我 处理 没 ？   是 给我发 番茄 呢 、 还是 退钱 ？   退钱 退 哪里   番茄 嘛 ？  
__label__12	亲 可以 给 我 换 一下 吗   换成 拉拉 裤   甄选 包年 纸尿裤 是否 可以 更换 拉拉 裤   套装 的 商品 可以 拆分 或 更换 其他 的 吗   赠品 可以 更换 吗   可以 给 我 换成 拉拉 裤 吗   没 看清楚 弄错 了   亲 可以 给 我 换成 拉拉 裤 吗   下单 的 时候 没 注意 ， 弄错 了  
__label__9	这 款 益生菌 有 哪些 吃法   宝宝 一个月   说明 全是 英文 看不懂   干 吃 还是 兑水   或者 兑 奶粉 里 ？   兑水 可以 不 ？   因为 是 母乳喂养 的   没有 其他 问题 了  
__label__12	买 那个 儿童 套餐 改 地址 不行 了   是 咋 回手   是不是 偏远 地方 送 不到  
__label__9	这个 大礼包 ， 几天 能 到  
__label__9	你好 ， 有个 拼团 订单 需要 取消   我 昨天 自己 买 了 其他 的 鞋 ， 不 需要 这个 团 了 。   订单号 ： 1905221954186648   取消 这个 拼团   你好 ， 人 在 不 在 ？ ？ ？   昨晚 就 联系 客服 帮 取消 ，  
__label__12	我 的 订单 拍错 了 ， 想 退   我 的 订单 拍错 了 ， 想 退   我 的 订单 刚 拍错   能 不能 放大 信息 ， 我 核实 呀   这个 申请 ， 什么 时间 可以 退款 ？  
__label__9	小学 五年级 了 这个 书 包装 得 下 不 ？   怕 到时候 装 不了 ？   我 想 问 一下 这个 书包 小学 五年级 了 能 用 不 ？   是 的 。 怕 装 不了 书 。 因为 看不到 书包 大小   哦 。 好 的 。 现在 书 比较 多 。 怕 装 不了 。 退 来 退去 麻烦 。   哦 。 好 的 。 谢谢 。   好 的 。 谢谢   在 哪里 评价 呢 。 亲   看到 了 。 谢谢  
__label__4	我 买 的 碗 ， 为什么 给我发 的 是 水果 削皮刀 呢   就 只有 这个   我 还 在 快递 这里 呢   这 是 我 下 的 订单   我 还是 第一次 遇见 这种 情况 呢   你好 ， 弄清楚 了 吗  
__label__9	这 款 手机 怎么 卖   华为 荣耀 10   华为 荣耀 10 多钱 ？   手机 华为 荣耀 10   华为 荣耀 10 多钱 ？  
__label__4	我 买 的 蜜瓜 怎么 那么 小 哦   我 买 的 蜜瓜 怎么 那么 小 哦   哦 ， 没有   刚刚 称 了 ， 对 的   不好意思 哈 ， 我 以为 个头 小 了 ， 不够   还有 我 买 的 奶瓶 为什么 不能 退   审核 不 通过   怎么回事   太小 了 不 实用   我 想 退 了   好 的 谢谢  
__label__12	我 有 一 单子 ， 发 的 水果 ， 物流 太慢 了 ， 担心 坏掉   805924260079587139   发货 好 几天 了  
__label__12	我 现在 要 退货   一直 不派件   上面 也 没有 快递 员 的 电话   我 没有 办法 确认 是不是 虚假 的  
__label__9	领取 的 优惠券 找 不到   优惠券 已领 ， 但是 找 不到   13854505057   语音 你 能 听到 吧 ？   对 ， 这个 138 的 手机 就是 我领 优惠券 的 时候 要求 我 输入 验证码 的 手机号   我 一共 领取 了 两张 这种 优惠券 ， 但是 我 都 找 不到   没有 啊 ！ ！ ！   可是 我用 138 的 手机号 登录 了 ， 一共 有 10 张 优惠券 ， 里面 没有 16 元 的 呀 。   是 我 登陆 的 不 对 吗   可能 是 ， 是 朋友 送 的 ， 我 不 清楚 他 的 手机号 吗 ？   只 知道 他 的 名字 叫苑 小苑   158 的 手机号 不是 我 的 ， 我 也 不 知道 登录 密码   138 的 账户 我 只领 了 两张 16 元 的 优惠券 ， 我 想 知道 账号 名是 什么 ？ 如果 是 13854505057 的话 ， 里边 是 没有 16 元 优惠券 的   你 不是 说 138 账户 有 很多 张 吗 ？   我 想 知道 的 是 您 这边 能 不能 帮 我查 一下 ， 我 把 优惠券 领到 哪里 去 了 ？ 我 领取 的 时候 输入 的 是 13854505057 这个 手机号 获取 的 验证码   这个 优惠券 的 存储 账户 和 获取 验证码 的 手机 有关 还是 微信 有关 ？   我 想 知道 的 是 您 这边 能 不能 帮 我查 一下 ， 我 把 优惠券 领到 哪里 去 了 ？ 我 领取 的 时候 输入 的 是 13854505057 这个 手机号 获取 的 验证码   绑定 的 就是 这个 138 的 手机号   绑定 的 就是 这个 138 的 手机号   tm138   就是 我 账号 吗 ？ 为什么 有 tm   13854505057   我 一共 领取 两张 ， 5 月 22 号 领取 一张 ， 5 月 23 号 领取 一张 ， 都 找 不到  
__label__4	1905181948538656   我 的 商品 有 税收   这 款 产品 不 包税 ？   进口商品 有 的 不 包税 ？   请问 一下 ， 哪些 进口商品 不 包税 ？ 哪些 进口商品 包税 ？   请 指教 ， 谢谢   好 的 ， 谢谢   没有 了 ， 谢谢  
__label__9	请问 赠送 的 试用装 券 限购 这个 是 每天 限购 一份 ， 还是 一个 账号 限购 一份   券 可以 赠送给 别人 么  
__label__12	70434215415989 帮 我 看 一下 到 哪里 了 ？   我 想 知道 最新 的 物流 信息   我 是 想 知道 现在 到 哪里 了 ？   那个 是 昨天 的 信息 。   今天 物流 没动 吗 ？   那 明天 能 到 重庆 吗 ？  
__label__12	为啥 还 不 发货 啊   为啥 还 不 发货 啊   等 着 用来   快点 发货 啊   啥时候 推送 的   那 今天 应该 发货 了 啊   都 快 五点 了   我 上次 买 的 很快 啊   清关 不 成功 会 有 啥 提示   急死人 啊  
__label__4	没收 直接 又 退回去 了   之前 有个 坏 的 玉米   支付宝 转账 的   发过来 没有 收 又 退回去 了   嗯 嗯 好 的   没有 了 谢谢  
__label__12	下单 时 没有 看到 备注 啊   麻烦 我 的 单子 标 上 “ 不要 放 便利店 ”   手机号 15617721132  
__label__9	你好 ， 请问 这个 安瓶 一瓶 能 有 几天  
__label__9	是 正品 吗  
__label__4	我 想 问 一下   退货 的话 怎么弄   我 上面 没有 这个 选项   我要 退货   还 没收 到货   。 之前 不是 我 拍 的 。 我 老婆 在 上面 拍 的 我 不 知道   。 这种 东西 因为 是 孕妇 吃 的 所以 有点 不 放心   。 也 请 你 理解   所以 现在 我要 退货   如果 你们 这个 东西 真的 靠 谱   可能 会 这样 不 支持 退货 吗   你 必须 给 我 退   那 为什么 你 这个 是从 广东 发货 的   不是 国外 直销 吗   不 给 我 解决 我会 打电话 投诉 你们  
__label__4	我 单位 买 粽子 ？ ? 发 发票 吗 ？   可以 开 电子 发票 吗 ？   ？ ? 电子 发票 吗 ？   我 单位 买 粽子 送   我 是 问 可以 开发票   我要 报消   可以 开 电子 发票 吗 ？  
__label__4	养生 壶 已经 寄回   已经 寄回 这个 地址   我点 退货 可能 是因为 开通 会员   点 不了   我 现在 已经 选择 别的 商品  
__label__9	我 的 试用装 优惠 劵 少 了 一张   总共 只有 9 张呐   好 ， 我 看看   是 只有 9 张   你查 一下  
__label__12	亲     把 我 的 订单 取消   海 鸭蛋 跟 粽子   18871031887   那 你 帮 我 取消 一下   18871031887  
__label__4	亲 ， 我 的 洗衣 液开 下 发票   13119910929   之前 买 的 兔头 的 洗衣 液   一般 纳税人 开票 信息   请 开明 细   请问 是 电子 发票 吗  
__label__9	你好 ， 客户 反馈   无法   下单   提示 手机号 绑定 另 一个 微 信号   但 一起 也 参团 过   以前 是 正常 的  
__label__4	怎么 提现   我 不 知道 该 如何 提现   我 关注 了   往 哪里 发   我 没收 到 什么 验证码 呀   没有 ， 就 只是 出现 个 二维码   我 关注 过 了 ， 就是 现在 这个   【 收到 不 支持 的 消息 类型 ， 暂 无法 显示 】   我进 公众 号 以后 怎么 做   这是 首页 吧   进入 公众 号 就是 现在 咱俩 聊天 的 界面   是不是 没有 实名 认证 就 不能 提现   我刚 看到 实名 认证 登记   哦 ， 明白 了   那 我 明天 再 弄 吧   没有 了 ， 麻烦 你 了   买 的 抽纸 一般 是 多久 可以 发货   是 的 ， 已经 拼团 成功 了   嗯 嗯 ， 好 的  
__label__12	可以 撤销 取消 订单 吗   恢复 22.8 的   取消 27.9 的   为什么 价钱 不 一样 了   您好 ， 帮 我 把 退款 的 都 取消 了 吧  
__label__12	查不到 退货   如何 查询 退款 进度   提交 退换货 申请 后 多久 可以 审核 通过   我 没有 收到 ， 我 要求 退货   我 退 不了   人工 服务   我 收不到 货   查 都 查不到   都 不 知道 货发 哪里 去 了   你们 那边 也 查不到   我 这边 也 查不到   我 要求 退货   什么 时候 给 我 回复  
__label__4	这个 胸罩 上面 不仅 是 脏 的 ， 还是 烂 了   这个 胸罩 上面 不仅 是 脏 的 ， 还是 烂 了   刚 到货 的   好 的 ， 亲 什么 意思   算了 ， 我 退 吧 ! 又 发现 又 有 一处 脏 的   上传 照片 了  
__label__4	寄 回去 换 了   现在 是 什么 情况 呢 ？  
__label__12	你好 ， 我 地址 写错 了 ， 可以 改 吧   那 我 要 把 这单 取消 了   你 帮 我 取消 吧 ，   没 了 ， 谢谢  
__label__9	精华液 跟 精华 露 有 什么 区别  
__label__9	那 我 想 知道 原因 是 什么   我 直接 微信 他 拼团 的   如果 他 是 直接 微信 拼团 。 应该 是 我 新增 的 蜜粉 呀   搞不懂 你们   最近 老 遇到 这种 事   18538155177   你 查查 这个   那 就是 第一个 了   我 觉得 还是 系统 问题  
__label__4	我 买 了 一箱 猕猴桃   外包装 感觉 被 拆过   我 现在 还 没有 拆箱 ， 我 也 不 知道 有没有 少   感觉 手 都 能 进去   我要 回家 以后 才 知道   上面 写 的 是 12 个  
__label__12	[ tx ]   能 不能 麻烦 你们 联系 一下 快递 工作人员 ， 帮忙 把 快递 就 送到 宜都   73113566546649   我 的 意思 就是 别送 高坝洲 去 了   让 快递 员 送到 宜都 惠宜 陶瓷 就行了   可以 这么 说   联系 快递 员 就行了  
__label__9	请问 广州 多久 到货 ？ 有 发票 吗 ？   发货 要 多久 啊 ？  
__label__12	就是 这 一款 呐   就是 这个 ， 4.27 买 的 ， 什么 时候 发货 啊  
__label__12	我 想 问 一下 ， 如果 我 买 错 东西 了 ， 东西 已经 发货 了 ， 怎么办 ？ 能 退 吗   汤臣 倍 健 维生素 C   不 想要 了 ， 能 退回 吗   嗯 ， 太 谢谢 你 了   能 拦截 成功 吗 ？ 还是 你 尽量 ？   能 给 我 确保 一下 吗   [ ll ]   不是 说 有 个 七天 无 理由 退货 吗   如果 拦截 不了 ， 就 不能 再 退 了 吗   算了吧 ， 谢谢 你 ， 我 再 不 退 了   不用 拦截 了 ， 不退 了 ，   谢谢 你 啊  
__label__9	我 想 买 这款 奶粉 ， 用 邮政 快递 可以 吧   老家 ， 好多 快递 只到 镇上  
__label__4	还有   运费 10 元   没有 退 我   24 元 的   只能 微信   Wangwei2207666020   线下 微信 不是 一样   支付宝 没有   上次 你们 也 是 这样 操作 的   [ dn ]   什么 意思 啦   时间 不要 钱 哒   我 支付宝 13661603034   你 让 这个 订单 的 卖家 打电话 给 我   1905161944561893   荆林悦   一   打电话 给 我  
__label__9	长 和 宽 是 多少   怎么 查看 商品 详细信息   长 和 宽 是 多少   长 和 宽 是 多少  
__label__4	上次 买 的 湿纸巾 到 的 跟 我 在 网上 看到 的 不是 一个 牌子 怎么 处理   这 是 到 的 货   退货 是 怎么 退 的  
__label__1	我要 申请 退款   1905231955381875   上 一个 客服 也 是 这么 说   我 是 找 不到 这个 APP 投诉 举报 的 服务   要不然 我 都 能 举报 个 十几遍 几百遍 了   大概 什么 时候   大概 什么 时候 来 电话   我要 退款   七点 ？ ？ ？   那 时候 货物 都 发出 来 了   然后 是不是 人工 电话 就要 告诉 我   不好意思   你 的 东西 已经 在 路上   没 办法 啊   我要 退款   然后 你们 说 的 人工 电话 什么 时候 会 打来   这时候 货物 已经 发了   到时候 又 要 找 什么 借口 跟 我 说 呢   你 说 的 这些 我 已经 截图   如果 后续 有 任何 问题   我会 直接 打 消费者 服务 电话  
__label__12	这个 手 抓 饼 你们 是从 哪里 发货 的 ？   人家 收到 的 时候 ， 冰都化 了 ， 客户 不 满意 ， 下次 你们 早点 发货 嘛   人家 说好 的话 ， 下次 还会 继续 买 ， 她 不 满意 的话 ， 下次 可能 就 不会 买 了  
__label__4	我 买 的 乳钙 和 鱼油 怎么 吃 呢 ， 是 一块 吃 还是 分开 吃  
__label__10	1905231955427964     修改 地址     广东省 ， 东莞市 。 凤岗镇 ， 龙平 西路 ， 恒大 绿洲 ， 杨敏 ， 13632974066  
__label__9	口红 是 规定 的 颜色 是 89 元   这 只是 一个 壳 还是 连 口红 一起 的   我 选色 号 是 179 元 ， 选 壳子 是 89 元   这是 什么 意思 啊   这个 应该 是 口红 壳 是 89 元  
__label__9	我 想 问问   我 买 的 小安素 ， 和 实物图 不 一样 ， 怎么回事   这是 为什么 ？   买 的 时候 没有 说 新 老 包装 呢   那 这 是 新 包装 还是 老 包装 呢   感觉 这个 和 实物 完全 不 一样   蜜芽 上 我 也 没有 看到 这 款   颜色 也 不 一样 阿   反在 和 以前 买 的 颜色 对比 也 不 一样   还是 新 包装 就是 这样 的  
__label__9	之前 买 的 奶粉 漏 了 ， 让 我 寄过去 再 买 一罐 ， 可是 一罐 缺货 咋办  
__label__12	有个 订单 是 手 抓 饼 ， 物流 有点 不 正常  
__label__9	你好 这里 为什么 没 抢空   结算 是 这样 ？   哪里 不是 写 的 即将 抢空   没有 抢空 嘛 ？  
__label__4	胶原蛋白 这个 怎么 喝 ？   商品 如何 使用   商品 需要 怎么 储存   胶原蛋白 怎么 喝  
__label__4	你好 ， 我 想 咨询 一下   我 这边 有 一个 朋友 ， 是 专门 去 云南 山上 收 一些 山货 特产 的 ， 他 想 入驻 我们 平台 是 怎么 做 呢 ？   是 要 有 营业执照 这些 执照 是 吗 ？  
__label__4	客户 已经 退货   客户 需要 提供 检验 合格证   我 是 实体店 的   客户 需要 提供 检验 合格证   我查 一下  
__label__9	这 款 内裤 适合 好 多斤 的 人 穿 ？   这 款 内裤 适合 好 多斤 的 人 穿 ？  
__label__12	1905231955608113   需要 改 下 地址   需要 改 下 地址   湖南省   郴州市   苏仙区   王仙岭 街道   青年 大道   中医院 旁 农科院 内       收件人 : 尹微         18773306012  
__label__9	请问 发 什么 快递 ？   请问 发 什么 快递 ？   好 的 ， 谢谢  
__label__4	我 退货 那边 都 收到 四天 了 退款 怎么 还 没有 退 啊   售后 的 口红   是 质量 问题 然后 退 的  
__label__9	想 问下 这个 明明 显示 库存 充足 呀 ， 怎么 买 不了 哦   提示 参加 活动 的 库存 没 了   可是 加入 购物车 的 时候 明明 显示 库存 充足   [ ll ]  
__label__4	我 的 快递 到 了   缺 一包 尿不湿  
__label__9	我家 崽 穿 纸尿裤 兔头 妈妈 的 穿 加大 ， 那 穿 拉拉 裤兔头 妈妈 的 穿 什么 码   好 的 谢谢  
__label__4	[ wx ]   之前 有 咨询 过 你们 的   那个 锅 的 锅盖   没用 几次 就 坏掉 了 1   然后 你们 说 过 了 保修期 了   请问 锅 的 保修期 是 多久   1810231685351367   那 我 买 的 就 几个 月 啊   去年 11 月份 买 的   为什么 说 超出 保修期 了   你们 蜜芽 客服   而且 出来 炖 东西 ， 基本 很少 用   那个 锅盖 就 正常 使用 打开 就 坏 了   只有 说明书   没有 保修卡   保修 一年  
__label__12	TT6600011477772   我 已经 很 好 的 跟 你们 沟通 过 了   要 送货 ！ 要 送货 ！ 要 送货 ！   而且 你们 答应 今天下午 送   结果 又 说 送 了   货在 哪 ？ 谁 收 的 ？   到底 是 想 怎样 ？   为什么 今天 打电话 来说 送 了 呢 ？   什么 时候 送 ？ 免税 商品 都 收到 货 了 ， 为什么 这个 要 这么久 ？   我 问 的 是 哪天 ？   售后服务 这样 ， 蜜芽 还是 之前 的 蜜芽 ？   真是太 会 忽悠 了  
__label__12	你好 ， 我要 申请 退款   退款 怎么办   我 想 退款 怎么弄   之前 就 跟 你们 客服 说 了 的   好 的 ， 谢谢  
__label__9	这个 豆沙 色 是 偏 深色 的 吗   平时 裸妆牛 血色 是不是 太红 了 点   我 想 问问 这个 豆沙 色 是不是 偏 深色 的   皮肤 黑 ， 嘴唇 颜色 深 的 ， 适合 这色 吗   因为 豆沙 色选 的 不好 就 完 了 [ kx ]   平时 也 不是 化妆 ， 就是 简单 的 打底 一下 ， 口红 颜色 确实 有点 难选   太红太调 了   什么 色 适合 亲   推荐 一个   小辣椒 砖红   跟 正红 啥 区别   正红 没有 了   好 的 谢谢 你 [ zj ]  
__label__9	我 想 购买 这 2 双 鞋子 ， 宝宝 下 星期一 表演 节目 要 穿 ， 今天 下单 什么 时候 能 发货 啊   我 想 购买 这 2 双 鞋子 ， 宝宝 下 星期一 表演 节目 要 穿 ， 今天 下单 什么 时候 能 发货 啊   我 上面 发 的 你 看 的 到 吗 ？   星期一 能 收到 不   现在 下单 能 不能 早点 发货 啊  
__label__4	可以 退 奶粉 吗 ？   吃 了 一罐   娃儿 不吃 这 款   那 怎么办   我 就 浪费 了 呀   可以 换 吗 ？   那 怎么办  
__label__12	亲 ， 好久 可以 发货 呢   我 买 了 这么久 的 洗衣 液 怎么 还 没 发货 呢   [ ok ]  
__label__9	邀请 新 蜜粉 ， 蜜粉 下单 后赠 的 5 元 红包 什么 时候 发 ？   邀请 新 蜜粉 ， 蜜粉 下单 后赠 的 5 元 红包 什么 时候 发 ？   哦 ， 好 的   没事 啦 [ wx ]  
__label__4	衣服 收到 了 ， 但是 太大穿 不了   裙子 长 了 ， 衣服 大 了 很多   衣服 收到 了 ， 但是 太大穿 不了   那 运费 谁 出   我要 先 确定 收货 吗   三件 是 一个包 寄过来 的 ， 是不是 可以 一起 寄 回去   是 三件 都 要 申请 售后 ， 还是 一件 申请 就 可以 了 ？  
__label__4	亲 ， 刚刚 蜜粉 反映 收到 的 纸尿裤 箱子 像 这样   取 快递 地方 的 工作人员 反映 收到 就是 这样 的 ， 我 看 了 一下   里面 东西 倒 是 完好无损 ，   但是 包裹 这样 的 打包 方法 都 不 合适 ， 以后 改进 下 嘛 ，   就是 口 是 像 这样 的   十字 打包 方法 才 稳妥 一些 呀 ， 你 看看 嘛 ， 反映 下 ，   免得 以后 带来 一些 麻烦 ， 确实 是 封口 地方 像 那样 不太 合适 ，   封口 方法 改进 下 ， 希望 能 改进 ， 不要 因为 这些 小 问题 影响 我们 蜜芽 的 推广 ，   因为 取 快递 地方 工作人员 说 ， 我们 包裹 封口 不 恰当 ， 不是 十字 封口 ，  
__label__9	密码 有没有 格力 的 空调 ？   那有 哪个 牌子 的 空调 ？   哪个 牌子 好点 ？   [ yw ]   那包 安装 吗 ？   [ yw ]   [ yw ]   [ yw ]   [ yw ]   [ yw ]  
__label__9	这 款 口红 是 哑光 的 吗   有 优惠券 吗 ？  
__label__12	昨晚 那个 问题 解决 了 吗   会 给 我 补发 吗  
__label__12	今天 又 是 没有 人 给 我 打电话 说明 原因 ， 对 你们 售后 很 失望 ， 不 知道 你们 怎么 做 的 这么 大 的 ？   说 下午 给 我 打电话 说明 原因 ， 结果 什么 电话 也 没有   好 的 谢 了  
__label__12	发货地 是 哪里 ？   发货 地址   发货 地址 是 哪里 呢 ？   1905221953343582   没有 具体地址 是 什么 意思  
__label__13	没事 ， 谢谢 打扰 了  
__label__4	我想 问下 这个 结果 是 怎样   两个 订单号 两箱 都 是 三包 少 了 一包 大码   可以 补发 吗   也 行 吧 ， 那 我 自己 再 重新 买 一包 寄给 人家  
__label__12	我 买 的 纸 到 哪里 了 ？   我 买 的 纸 到 哪里 了 ？   我 买 的 纸 到 哪里 了 ？   物流 两天 没动 吧 ， 昨天 就 到 显示 发 往 济南 了   嗯 ， 谢谢   [ wx ]  
__label__4	之前 退款 的 这个 单子   邮费 还是 没有 退 给 我   1905131939380294  
__label__4	我 蓝牙 连不上  
__label__4	可以 开发票   之前 买过 可以 来 吗   你 可以 查 一下 吗 ，   我能 开 多少   能 不能 统一 开成 洗护 套装  
__label__13	谢谢你们 上次 的 及时 退款  
__label__1	你好 ！ 我 今天 新开 的 会员 想换个 礼包   要 怎样 弄   18780125183   想要 我们 的 安瓶   后台 可以 处理 一下 吗 ？   还是 要 怎样 ？   好 的 ！ 拒收 就行了 啊  
__label__12	想 把 订单 改 一个 收货 地址  
__label__12	我 的 蜜粉 ， 因为 网 不好 ， 操作失误 ， 重复 下单 了   想 让 你 帮帮 取消   1905231955056155   1905221954097987   这 2 个 都 是   但是 重复 买 了 啊   在 划算 也 不 需要 啊   好 的 ， 另外 1 个 是 要 等 拼团 成功 后 才能 取消 ， 没 成功 就 会 自动 取消 对 么   好 的 ， 等 下   陈霞   13427571584   买 的 孕妇 唇膏  
__label__9	请问 这个 学习桌 是 上 电池 的 还是 充电 的   问到 了 吗  
__label__12	我 这个 货 没收 到 哦   没有 收到   给 我 显示 已 签收 了 哦   但是 没有 收到 货   这个 很 尴尬  
__label__9	这是 玻璃 的 么 ？   是不是 玻璃 的 嘛  
__label__9	怎么 开店  
__label__9	这个 一健 分享 是 也 可以 不用 下载 这个 软件 吗 ，   还是 需要 下载 蜜芽 软件 才 可以 买 呢  
__label__9	同样 的 鞋   是 的 ， 但是 我 买 了 贵 的 那个 了   就 问 这个 平台 很差   我要 举报 你们   都 是 一样 的 为什么   123315 应该 能管 这个 吧   或许 是 其他 渠道 举报 你们 这些 骗子   只能 和 违法行为   等 收到 货   等 收到 货 了   你 还 在 ？   我要 退货   无法 自助 退货 怎么办  
